MPC,MPC SIZE,"Net Amount no VAT (Ret, 445)","Qty sold (Ret, 445)",On hand Qty,In transit Qty,445 Year,445 Month,445 Week,Date YYYYMMDD,Transaction ID,Min Sale Date (Ret),Country,Store,Gender (code),Comm. Category SubGroup,Comm. Category Group,Comm. Category,Comm. SubCategory,Operative Brand,Group,Style (code),Fabric (code),Color (code),Color,Fabric,Theme (code),Current Sale Season (code),Size (code),MFO/EOS,MD DATE,CURRENT MD STATUS,MD %,SEASON DROP
A89556SA235221A8001,A89556SA235221A8001@25,425,1,,0,FY2026,06,22,20250824,17662269,8/24/2025,USA,OUTLET NY Woodbury,F,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,-missing description-,A89556S,A235221,A8001,WHITE,TESSUTO DENIM COTONE STRETCH COMMTO,MFO,2023AI,25,MFO,,FP,,Prev Gaze (SS24 or older)
10162171A113475E360,10162171A113475E360@6,315,1,,0,FY2026,06,22,20250824,17662269,8/24/2025,USA,OUTLET NY Woodbury,M,RTW,Ready to Wear,BEACHWEAR,SWIMSUIT,Versace Underwear and Beachwear,-missing description-,1016217,1A11347,5E360,Cocrete+Dusty Blue+Bone,NYLON GOLFO RECYCLED CORAL ALL OVER PRINT,*,2024AI,6,EOS,20250827,MD,40%,FW24 LA VACANZA - APR 25
10192321A006191VB7V,10192321A006191VB7V@390,206.25,1,,0,FY2026,06,22,20250824,17662270,8/24/2025,USA,OUTLET North Georgia Premium,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,LA MEDUSA,1019232,1A00619,1VB7V,Mediterranean Blue-Versace Gold,FABRIC,MFO,2024PE,390,MFO,20250926,MD,60%,SS24 MFO Main Drop 1
10147341A020871RA8V,10147341A020871RA8V@380,206.25,1,,0,FY2026,06,22,20250824,17662270,8/24/2025,USA,OUTLET North Georgia Premium,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,TRIBUTE,1014734,1A02087,1RA8V,Coral-Versace Gold,CALF LEATHER,MFO,2024PE,380,MFO,20250926,MD,60%,SS24 MFO Main Drop 2
10147351A020871RA8V,10147351A020871RA8V@390,259.87,1,,0,FY2026,06,22,20250824,17662270,8/24/2025,USA,OUTLET North Georgia Premium,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,TRIBUTE,1014735,1A02087,1RA8V,Coral-Versace Gold,CALF LEATHER,MFO,2024PE,390,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
1015524DVIT2T1B00V,1015524DVIT2T1B00V@UNICA,731.25,1,7,0,FY2026,06,22,20250824,17662272,8/24/2025,USA,OUTLET Orlando Vineland Premium,F,BAGS,Accessories,BAGS,TOP HANDLE,Versace Accessories,LA MEDUSA,1015524,DVIT2T,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,,FP,,ACT FW24 GAZE - OUT FOR SS25
10147351A020871RA8V,10147351A020871RA8V@390,-259.87,-1,,0,FY2026,06,22,20250824,17662273,8/24/2025,USA,OUTLET North Georgia Premium,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,TRIBUTE,1014735,1A02087,1RA8V,Coral-Versace Gold,CALF LEATHER,MFO,2024PE,390,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
ZACJ00008ZCOSP052Z4584,ZACJ00008ZCOSP052Z4584@L,550,1,2,0,FY2026,06,22,20250824,17662274,8/24/2025,USA,OUTLET Chicago Fashion,X,HOME,Home,TEXTILE,TEXTILE,Versace Home,-missing description-,ZACJ00008,ZCOSP052,Z4584,Fuxia,TESSUTO SPUGNA COTONE,*,2026PE,L,EOS,,FP,,FP Robes & Slippers
10155911A088971B00V,10155911A088971B00V@390,356.25,1,2,0,FY2026,06,22,20250824,17662275,8/24/2025,USA,OUTLET NY Woodbury,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,ICON,1015591,1A08897,1B00V,Black-Versace Gold,CALF LEATHER+ENAMEL HW,MFO,2025PE,390,MFO,,FP,,ACT SS25 GAZE
1009707D1VS1U04V,1009707D1VS1U04V@390,320.62,1,1,0,FY2026,06,22,20250824,17662275,8/24/2025,USA,OUTLET NY Woodbury,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,LA GRECA,1009707,D1VS,1U04V,Navy-Versace Gold,CALF LEATHER,MFO,2025PE,390,MFO,,FP,,ACT FW24 GAZE - OUT FOR SS25
10119421A086836WB60,10119421A086836WB60@385,288.75,1,1,0,FY2026,06,22,20250824,17662277,8/24/2025,USA,OUTLET Miami Sawgrass,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,NEW RUNNER,1011942,1A08683,6WB60,White+Black+Royal Blue,FABRIC+CALF LEATHER+CALF LEATHER+FABRIC,MFO,2024PE,385,MFO,20250926,MD,50%,Prev Gaze (SS24 or older)
10119421A140676WF80,10119421A140676WF80@385,-308,-1,,0,FY2026,06,22,20250824,17662277,8/24/2025,USA,OUTLET Miami Sawgrass,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,RUNNER,1011942,1A14067,6WF80,White+Kakhi+Military,FABRIC+CALF LEATHER+SUEDE,MFO,2024PE,385,MFO,20250926,MD,50%,SS24 MFO Main Drop 1
DGVG419DJMTKOT,DGVG419DJMTKOT@UNICA,168.75,2,,0,FY2026,06,22,20250824,17662278,8/24/2025,USA,OUTLET North Georgia Premium,F,FASHION JEWELRY,Accessories,FASHION JEWELRY,HAIR ACCESSORY,Versace Accessories,TRIBUTE,DGVG419,DJMT,KOT,Tribute Gold,METAL,*,2024AI,UNICA,EOS,20250605,MD,50%,FW24 DTO-Sept 24 Drop (Now ok to send to outlets)
DBSI159S1A039121B00V,DBSI159S1A039121B00V@UNICA,596.25,1,11,0,FY2026,06,22,20250824,17662279,8/24/2025,USA,OUTLET Chicago Fashion,F,BAGS,Accessories,BAGS,CLUTCH/DOCUMENT CASE,Versace Accessories,ICON,DBSI159S,1A03912,1B00V,Black-Versace Gold,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2025PE,UNICA,MFO,,FP,,ACT SS25 GAZE
10155911A120531U02V,10155911A120531U02V@430,337.5,1,1,0,FY2026,06,22,20250824,17662281,8/24/2025,USA,OUTLET SF Livermore,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,ICON,1015591,1A12053,1U02V,Blue-Versace Gold,SUEDE+ENAMEL HW,MFO,2024AI,430,MFO,,FP,,FW24 MFO Main Drop 2
10144271A138352EJ10,10144271A138352EJ10@S,221.25,1,1,0,FY2026,06,22,20250824,17662282,8/24/2025,USA,OUTLET NY Woodbury,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1014427,1A13835,2EJ10,Concrete+White,COTTON JERSEY + GRECA PRINT,MFO,2024AI,S,MFO,,FP,,FW24 MFO Main Drop 1
10118941A020871B00V,10118941A020871B00V@380,393.75,1,1,0,FY2026,06,22,20250824,17662284,8/24/2025,USA,OUTLET Orlando Vineland Premium,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,LA MEDUSA,1011894,1A02087,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2023AI,380,MFO,,FP,,Prev Gaze (SS24 or older)
10192271A020871B00V,10192271A020871B00V@385,-412.5,-1,2,0,FY2026,06,22,20250824,17662284,8/24/2025,USA,OUTLET Orlando Vineland Premium,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,LA MEDUSA,1019227,1A02087,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2025PE,385,MFO,,FP,,ACT SS25 GAZE
10143191A107951B00V,10143191A107951B00V@UNICA,-618.75,-1,7,0,FY2026,06,22,20250824,17662284,8/24/2025,USA,OUTLET Orlando Vineland Premium,F,SLG,Accessories,SLG,POUCH,Versace Accessories,MEDUSA 95,1014319,1A10795,1B00V,Black-Versace Gold,CALF LEATHER,*,2025PE,UNICA,EOS,,FP,,SS25 DTO - Jun 25 Drop
10150701A107951B00V,10150701A107951B00V@UNICA,618.75,1,4,0,FY2026,06,22,20250824,17662284,8/24/2025,USA,OUTLET Orlando Vineland Premium,F,SLG,Accessories,SLG,POUCH,Versace Accessories,MEDUSA 95,1015070,1A10795,1B00V,Black-Versace Gold,CALF LEATHER,*,2025PE,UNICA,EOS,,FP,,SS25 DTO - Jun 25 Drop
A89500S1A140502BI10,A89500S1A140502BI10@3XL,206.25,1,1,0,FY2026,06,22,20250824,17662284,8/24/2025,USA,OUTLET Orlando Vineland Premium,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,A89500S,1A14050,2BI10,Black+Gold,COMMTO JERSEY + MEDUSA EMBROIDERY,MFO,2025PE,3XL,MFO,,FP,,ACT SS25 GAZE
10024761A097625B000,10024761A097625B000@54,201.37,1,,0,FY2026,06,22,20250824,17662284,8/24/2025,USA,OUTLET Orlando Vineland Premium,M,RTW,Ready to Wear,PANTS,SHORT PANTS,Versace Apparel,-missing description-,1002476,1A09762,5B000,Black+Gold,VERSACE NAUTICAL PRINTED SILK TWILL FABRIC,*,2024PE,54,EOS,20250731,MD,70%,#N/A
1011851A2313772U5C0,1011851A2313772U5C0@3XL,296.25,1,,0,FY2026,06,22,20250824,17662285,8/24/2025,USA,OUTLET NY Woodbury,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1011851,A231377,2U5C0,Pastel Blue 95+Gold,PIQUET COTONE 30/1,MFO,2024AI,3XL,MFO,,FP,,FW24 MFO Main Drop 1
1011851A2313772W110,1011851A2313772W110@3XL,296.25,1,2,0,FY2026,06,22,20250824,17662285,8/24/2025,USA,OUTLET NY Woodbury,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1011851,A231377,2W110,White+Gold,PIQUET COTONE 30/1,MFO,2025PE,3XL,MFO,,FP,,ACT FW24 GAZE - OUT FOR SS25
10184521A076951B000,10184521A076951B000@3XL,393.75,1,,0,FY2026,06,22,20250824,17662285,8/24/2025,USA,OUTLET NY Woodbury,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1018452,1A07695,1B000,Black,VERSACE ALL OVER SPONGE JACQUARD FABRIC,MFO,2024PE,3XL,MFO,20250926,MD,20%,SS24 MFO Flash Drop 3
O4384BOGB18754ONUL,O4384BOGB18754ONUL@TU,249,1,6,0,FY2026,06,22,20250824,17662288,8/24/2025,USA,OUTLET NY Woodbury,F,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O4384B,OGB18754,ONUL,NUL,BLACK,*,*,TU,EOS,,FP,,SS24 EOS - HOME/LIC
1014246DVIT2T1KB7V,1014246DVIT2T1KB7V@UNICA,821.25,1,4,0,FY2026,06,22,20250824,17662292,8/24/2025,USA,OUTLET Wrentham,F,BAGS,Accessories,BAGS,TOP HANDLE,Versace Accessories,LA MEDUSA,1014246,DVIT2T,1KB7V,Summer Nude - Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,,FP,,Prev Gaze (SS24 or older)
1014246DVIT2T1KB7V,1014246DVIT2T1KB7V@UNICA,821.25,1,7,0,FY2026,06,22,20250824,17662293,8/24/2025,USA,OUTLET Chicago Fashion,F,BAGS,Accessories,BAGS,TOP HANDLE,Versace Accessories,LA MEDUSA,1014246,DVIT2T,1KB7V,Summer Nude - Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,,FP,,Prev Gaze (SS24 or older)
1012884DVITT81B00V,1012884DVITT81B00V@080,262.5,1,1,0,FY2026,06,22,20250824,17662295,8/24/2025,USA,OUTLET North Georgia Premium,F,BELT,Accessories,BELT,BELT,Versace Accessories,ICON,1012884,DVITT8,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2025PE,080,MFO,,FP,,ACT SS25 GAZE
10155381A040931B00V,10155381A040931B00V@UNICA,821.25,1,8,0,FY2026,06,22,20250824,17662296,8/24/2025,USA,OUTLET NY Woodbury,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,VIRTUS,1015538,1A04093,1B00V,Black-Versace Gold,GRAINY CALF,MFO,2024AI,UNICA,MFO,,FP,,FW24 MFO Main Drop 1
10146141A020871B00V,10146141A020871B00V@380,393.75,1,1,0,FY2026,06,22,20250824,17662298,8/24/2025,USA,OUTLET NY Woodbury,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,TRIBUTE,1014614,1A02087,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2025PE,380,MFO,,FP,,ACT SS25 GAZE
10087811A006384J120,10087811A006384J120@UNICA,221.25,1,7,0,FY2026,06,22,20250824,17662298,8/24/2025,USA,OUTLET NY Woodbury,X,FASHION JEWELRY,Accessories,FASHION JEWELRY,NECKLACE,Versace Accessories,ICON,1008781,1A00638,4J120,Versace Gold-Black,METAL+ENAMEL,MFO,2024AI,UNICA,MFO,,FP,,ACT FW24 GAZE - OUT FOR SS25
10102591A120362B020,10102591A120362B020@44,296.25,1,4,0,FY2026,06,22,20250824,17662300,8/24/2025,USA,OUTLET Orlando Vineland Premium,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1010259,1A12036,2B020,Black+White,COTTON JERSEY FABRIC LOGO PRINT,MFO,2025PE,44,MFO,,FP,,ACT SS25 GAZE
10146181A081761B00V,10146181A081761B00V@400,185.62,1,,0,FY2026,06,22,20250824,17662301,8/24/2025,USA,OUTLET LA Cabazon,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,ICON,1014618,1A08176,1B00V,Black-Versace Gold,PATENT LEATHER+METAL HW,MFO,2023AI,400,MFO,20250926,MD,60%,FW23 MFO Drop 1
R740010R100MLSRNUL,R740010R100MLSRNUL@TU,107.85,1,17,0,FY2026,06,22,20250824,17662303,8/24/2025,Canada,OUTLET Halton Hills,M,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R740010,R100MLS,RNUL,NUL,100 ML SPRAY,*,*,TU,EOS,,FP,,FP Licenses -BTQS + OUTLETS
10024761A108645X500,10024761A108645X500@52,134.25,1,,0,FY2026,06,22,20250824,17662305,8/24/2025,USA,OUTLET LA Cabazon,M,RTW,Ready to Wear,PANTS,SHORT PANTS,Versace Apparel,-missing description-,1002476,1A10864,5X500,Pastel Blue+White+Silver,CONTRASTO MEDUSA PRINT SILK TWILL,*,2024PE,52,EOS,20250814,MD,70%,#N/A
10192291A020871W00V,10192291A020871W00V@400,356.25,1,2,0,FY2026,06,22,20250824,17662306,8/24/2025,USA,OUTLET Miami Sawgrass,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,LA MEDUSA,1019229,1A02087,1W00V,Optical White-Versace Gold,CALF LEATHER,MFO,2025PE,400,MFO,,FP,,FW24 MFO Main Drop 1
10185361A020871W00V,10185361A020871W00V@395,412.5,1,,0,FY2026,06,22,20250824,17662306,8/24/2025,USA,OUTLET Miami Sawgrass,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,LA MEDUSA,1018536,1A02087,1W00V,Optical White-Versace Gold,CALF LEATHER,MFO,2025PE,395,MFO,,FP,,SS24 MFO Main Drop 2
10116941A085841VD90,10116941A085841VD90@M,249.37,1,1,0,FY2026,06,22,20250824,17662307,8/24/2025,USA,OUTLET Wrentham,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1011694,1A08584,1VD90,Blue Hydrangea,COMPACT COTTON JERSEY FABRIC + VERSACE LABEL LOGO EMBROIDERY,*,2024AI,M,EOS,20250827,MD,40%,FW24 LA VACANZA - APR 25
10144271A140522W580,10144271A140522W580@S,262.5,1,1,0,FY2026,06,22,20250824,17662307,8/24/2025,USA,OUTLET Wrentham,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1014427,1A14052,2W580,White + Print,1/30 JERSEY COTTON FABRIC + BAROQUE WAVE PRINT,MFO,2024PE,S,MFO,20250926,MD,30%,SS24 MFO Flash Drop 3
10194601A140555B050,10194601A140555B050@S,296.25,1,,0,FY2026,06,22,20250824,17662307,8/24/2025,USA,OUTLET Wrentham,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1019460,1A14055,5B050,Black+Grey,JERSEY FABRIC WITH BAROQUE LEAFY PRINT,MFO,2024PE,S,MFO,20250926,MD,30%,SS24 MFO Main Drop 1
A89500S1A140502BI10,A89500S1A140502BI10@S,206.25,1,2,0,FY2026,06,22,20250824,17662307,8/24/2025,USA,OUTLET Wrentham,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,A89500S,1A14050,2BI10,Black+Gold,COMMTO JERSEY + MEDUSA EMBROIDERY,MFO,2025PE,S,MFO,,FP,,ACT SS25 GAZE
10062761A021501B00V,10062761A021501B00V@090,281.25,1,,0,FY2026,06,22,20250824,17662308,8/24/2025,USA,OUTLET Las Vegas North Premium,M,BELT,Accessories,BELT,BELT,Versace Accessories,ICON,1006276,1A02150,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2024PE,090,MFO,20250926,MD,20%,SS24 MFO Main Drop 1
10192261A020871B00V,10192261A020871B00V@370,412.5,1,2,0,FY2026,06,22,20250824,17662309,8/24/2025,USA,OUTLET North Georgia Premium,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,LA MEDUSA,1019226,1A02087,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2025PE,370,MFO,,FP,,ACT SS25 GAZE
10133531A139892B02V,10133531A139892B02V@UNICA,492.75,1,1,0,FY2026,06,22,20250824,17662310,8/24/2025,USA,OUTLET Miami Sawgrass,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013353,1A13989,2B02V,Black+White-Gold Versace,FABRIC+LAMB LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,60%,SS24 MFO Main Drop 1
10030161A022591X00V,10030161A022591X00V@UNICA,1575,1,3,0,FY2026,06,22,20250824,17662311,8/24/2025,USA,OUTLET Orlando Vineland Premium,F,BAGS,Accessories,BAGS,TOP HANDLE,Versace Accessories,LA MEDUSA,1003016,1A02259,1X00V,Gold-Versace Gold,CALF LEATHER,*,2025AI,UNICA,EOS,,FP,,FP La Medusa Mini Tophandle (Gold) - Jun 25 Drop
10024761A108645X500,10024761A108645X500@52,-134.25,-1,,0,FY2026,06,22,20250824,17662312,8/24/2025,USA,OUTLET LA Cabazon,M,RTW,Ready to Wear,PANTS,SHORT PANTS,Versace Apparel,-missing description-,1002476,1A10864,5X500,Pastel Blue+White+Silver,CONTRASTO MEDUSA PRINT SILK TWILL,*,2024PE,52,EOS,20250814,MD,70%,#N/A
1014369D2VE1RA8P,1014369D2VE1RA8P@360,354.37,1,,0,FY2026,06,22,20250824,17662313,8/24/2025,USA,OUTLET NY Woodbury,F,SHOES,Accessories,SHOES,CLOGS,Versace Accessories,MEDUSA BUCKLE,1014369,D2VE,1RA8P,Coral-Palladium,CALF LEATHER,*,2024AI,360,EOS,20250814,MD,30%,FW24 LA VACANZA - APR 25
10146141A020871K84V,10146141A020871K84V@385,393.75,1,,0,FY2026,06,22,20250824,17662315,8/24/2025,USA,OUTLET North Georgia Premium,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,TRIBUTE,1014614,1A02087,1K84V,Ecru-Versace Gold,CALF LEATHER,MFO,2024PE,385,MFO,20250926,MD,30%,SS24 MFO Main Drop 1
10192251A086631B00V,10192251A086631B00V@380,377.31,1,,0,FY2026,06,22,20250824,17662316,8/24/2025,Canada,OUTLET Vancouver,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,ICON,1019225,1A08663,1B00V,Black-Versace Gold,CALF LEATHER+METAL HW,MFO,2024AI,380,MFO,,FP,,FW24 MFO Main Drop 1
10147381A141482VE90,10147381A141482VE90@380,187.3,1,1,0,FY2026,06,22,20250824,17662316,8/24/2025,Canada,OUTLET Vancouver,F,SHOES,Accessories,SHOES,OTHER,Versace Accessories,ESPADRILLES,1014738,1A14148,2VE90,Baby Blue+Gentian Blue,FABRIC,MFO,2024PE,380,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
10133771A115542U980,10133771A115542U980@390,169.65,1,,0,FY2026,06,22,20250824,17662317,8/24/2025,Canada,OUTLET Halton Hills,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,NEW BASKET,1013377,1A11554,2U980,Sapphire+Bianco,CALF LEATHER+FABRIC,MFO,2023AI,390,MFO,20250926,MD,70%,FW23 MFO Drop 3 FLASH
10087811A006384J750,10087811A006384J750@UNICA,221.25,1,2,0,FY2026,06,22,20250824,17662318,8/24/2025,USA,OUTLET Wrentham,X,FASHION JEWELRY,Accessories,FASHION JEWELRY,NECKLACE,Versace Accessories,ICON,1008781,1A00638,4J750,Palladium-Black,METAL+ENAMEL,MFO,2024AI,UNICA,MFO,,FP,,FW24 MFO Main Drop 1
O4368OGB18756ONUL,O4368OGB18756ONUL@TU,249,1,4,3,FY2026,06,22,20250824,17662319,8/24/2025,USA,OUTLET Las Vegas North Premium,F,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O4368,OGB18756,ONUL,NUL,BLACK,*,*,TU,EOS,,FP,,EOS Licenses for OUTL -OUTLET STARS SKU
10062741A042641W010,10062741A042641W010@410,250,1,1,0,FY2026,06,22,20250824,17662319,8/24/2025,USA,OUTLET Las Vegas North Premium,F,SHOES,Accessories,SHOES,FLAT SANDALS,Versace Accessories,VERSACE POOL,1006274,1A04264,1W010,White,RUBBER,MFO,2024PE,410,MFO,,FP,,FW24 MFO Main Drop 1
10103251A092622BL4V,10103251A092622BL4V@100,312.16,1,2,0,FY2026,06,22,20250824,17662320,8/24/2025,Canada,OUTLET Vancouver,M,BELT,Accessories,BELT,BELT,Versace Accessories,LA MEDUSA,1010325,1A09262,2BL4V,Black+Taupe-Versace Gold,CALF LEATHER+CALF LEATHER,MFO,2025PE,100,MFO,,FP,,ACT SS25 GAZE
10191131A137892B020,10191131A137892B020@3XL,268.73,1,,0,FY2026,06,22,20250824,17662320,8/24/2025,Canada,OUTLET Vancouver,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1019113,1A13789,2B020,Black+White,JERSEY FABRIC + GRECA MEDUSA PRINT,MFO,2025PE,3XL,MFO,,FP,,SS24 MFO Main Drop 1
O4434OGB18754ONUL,O4434OGB18754ONUL@TU,216.43,1,7,0,FY2026,06,22,20250824,17662324,8/24/2025,Canada,OUTLET Halton Hills,F,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O4434,OGB18754,ONUL,NUL,BLACK,*,*,TU,EOS,,FP,,SS24 EOS - HOME/LIC
10162181A113475E360,10162181A113475E360@5,475,1,,0,FY2026,06,22,20250824,17662325,8/24/2025,USA,OUTLET Orlando Vineland Premium,M,RTW,Ready to Wear,BEACHWEAR,SWIMSUIT,Versace Underwear and Beachwear,-missing description-,1016218,1A11347,5E360,Cocrete+Dusty Blue+Bone,NYLON GOLFO RECYCLED CORAL ALL OVER PRINT,*,2024AI,5,EOS,,FP,,FW24 EOS - July 25 Drop
10122141A113665E310,10122141A113665E310@59,170.62,1,,0,FY2026,06,22,20250824,17662325,8/24/2025,USA,OUTLET Orlando Vineland Premium,M,SILK & OTHER ACC,Accessories,SILK OTHER ACC,HAT,Versace Silk Accessories,-missing description-,1012214,1A11366,5E310,Concrete+Grey+Ivory,TWILL POLY + ST. LA VACANZA PIAZZATA,*,2024AI,59,EOS,20250827,MD,40%,#N/A
10158051A112791B000,10158051A112791B000@50,1430.63,1,1,1,FY2026,06,22,20250824,17662327,8/24/2025,USA,OUTLET Miami Sawgrass,M,RTW,Ready to Wear,JACKET,FORMAL JACKET,Versace Apparel,-missing description-,1015805,1A11279,1B000,Black,MOHAIR WOOL FABRIC + EMBROIDERY,*,2024AI,50,EOS,20250827,MD,40%,FW24 LA VACANZA - APR 25
10157141A110295BC70,10157141A110295BC70@48,984.37,1,,0,FY2026,06,22,20250824,17662327,8/24/2025,USA,OUTLET Miami Sawgrass,M,RTW,Ready to Wear,OUTERWEAR,BLOUSON,Versace Apparel,-missing description-,1015714,1A11029,5BC70,Black+Concrete+Bone,LA VACANZA PRINT GIAVANESE VISCOSE+SOLID TECHNICAL FABRIC+VERSACE STAMP EMB,*,2024AI,48,EOS,20250827,MD,40%,FW24 LA VACANZA - APR 25
10133531A139892B02V,10133531A139892B02V@UNICA,492.75,1,,0,FY2026,06,22,20250824,17662328,8/24/2025,USA,OUTLET NY Woodbury,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013353,1A13989,2B02V,Black+White-Gold Versace,FABRIC+LAMB LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,60%,SS24 MFO Main Drop 1
O4414O3148755ONUL,O4414O3148755ONUL@TU,174.3,1,3,0,FY2026,06,22,20250824,17662329,8/24/2025,USA,OUTLET Orlando Vineland Premium,F,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O4414,O3148755,ONUL,NUL,WHITE,*,*,TU,EOS,20250814,MD,30%,"EOS Licenses for OUTL -AGED, SLOWSELLERS OUTL"
10141031A100231D030,10141031A100231D030@32,543.75,1,,0,FY2026,06,22,20250824,17662329,8/24/2025,USA,OUTLET Orlando Vineland Premium,F,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,-missing description-,1014103,1A10023,1D030,Medium Blue,DENIM FABRIC STONE WASH WITH SPECIAL COMPUND AND SCRATCH GARMENT TREATMENT,*,2024AI,32,EOS,,FP,,FW24 EOS - Aug 25 Drop
A89557SA232562A8008,A89557SA232562A8008@32,221.25,1,,0,FY2026,06,22,20250824,17662329,8/24/2025,USA,OUTLET Orlando Vineland Premium,F,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,-missing description-,A89557S,A232562,A8008,Black,DENIM COTONE STRETCH COMM.TO LAVAGGIO AMMORBIDITO,MFO,2023AI,32,MFO,,FP,,Prev Gaze (SS24 or older)
10133521A039121B00V,10133521A039121B00V@UNICA,703.04,1,11,0,FY2026,06,22,20250824,17662330,8/24/2025,Canada,OUTLET Halton Hills,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013352,1A03912,1B00V,Black-Versace Gold,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2025PE,UNICA,MFO,,FP,,ACT SS25 GAZE
10146451A021951B00V,10146451A021951B00V@420,420.74,1,1,0,FY2026,06,22,20250824,17662330,8/24/2025,Canada,OUTLET Halton Hills,M,SHOES,Accessories,SHOES,LOAFERS,Versace Accessories,LA GRECA,1014645,1A02195,1B00V,Black-Versace Gold,CALF,MFO,2025PE,420,MFO,,FP,,ACT SS25 GAZE
ZACJ00008ZCOSP052Z4584,ZACJ00008ZCOSP052Z4584@M,550,1,2,0,FY2026,06,22,20250824,17662332,8/24/2025,USA,OUTLET Wrentham,X,HOME,Home,TEXTILE,TEXTILE,Versace Home,-missing description-,ZACJ00008,ZCOSP052,Z4584,Fuxia,TESSUTO SPUGNA COTONE,*,2026PE,M,EOS,,FP,,FP Robes & Slippers
O2164O100271ONUL,O2164O100271ONUL@TU,129.86,1,6,0,FY2026,06,22,20250824,17662333,8/24/2025,Canada,OUTLET Halton Hills,M,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O2164,O100271,ONUL,NUL,COL. 100271,*,*,TU,EOS,20241115,MD,40%,"EOS Licenses for OUTL -AGED, SLOWSELLERS OUTL"
